,text,Label,Score
419,bet kangaroo also taller ray,POSITIVE,0.9956493973731996
420,href best boy electric darth vader,NEGATIVE,0.8197885751724243
421,even fuck bro oo39,NEGATIVE,0.9950926303863524
422,makes proud arky,POSITIVE,0.999852180480957
423,dog looks 238 done,NEGATIVE,0.9984579086303712
424,bkoala bearsbbrin australia call koalas,POSITIVE,0.6329636573791504
425,third one looks like call duty cops edition,NEGATIVE,0.9911541938781738
426,ray could help people ue promotion petitionbra href,NEGATIVE,0.9813303351402284
427,whats fluffer,NEGATIVE,0.997980773448944
428,ahah love video laught xd,POSITIVE,0.9996895790100098
429,kangaroo genetic mutation called double muscle,NEGATIVE,0.979965329170227
430,aussies stacking countries lift,NEGATIVE,0.9195119142532348
431,nan,POSITIVE,0.7481210231781006
432,hey everyone know probably get comments time im sorry im spamming know probably call desperate way reach world channel posting awesome videos ranging gaming sports entertainment much brbrso could take seconds day subscribe would mean world helps muchbrbrthank really thankful,POSITIVE,0.996593415737152
433,hide nuts,NEGATIVE,0.9938181042671204
434,holy motha kangaroo,NEGATIVE,0.9493297338485718
435,squirrel nuts,POSITIVE,0.7188153266906738
436,dude beard looks good you39re like matt le blanc grow beard,POSITIVE,0.9995217323303224
437,first vid tobiegames,POSITIVE,0.7395670413970947
438,best cat impression,POSITIVE,0.9997627139091492
439,look guys face felt bad,NEGATIVE,0.9996504783630372
440,funnyd,POSITIVE,0.999833345413208
441,quotyo dude sorry hear got neutered lemme fix youquot,NEGATIVE,0.9958178400993348
442,learnd something dont mess us akansas,POSITIVE,0.8861333727836609
443,died cat part xd,NEGATIVE,0.9942240118980408
444,i39m lion,POSITIVE,0.997891366481781
445,kangroo tho x39d,NEGATIVE,0.973482310771942
446,live australia kangos like arent unommon,NEGATIVE,0.978688895702362
447,ray please shave freaking beard,NEGATIVE,0.9942601919174194
448,kangaroo definately steriods,NEGATIVE,0.973440647125244
449,meths gateway drug,POSITIVE,0.9820261597633362
450,ray39s performing cat brilliant,POSITIVE,0.9997549653053284
451,waiting sqaids joke,NEGATIVE,0.998810887336731
452,even fuck bro,NEGATIVE,0.9936931133270264
453,don39t meth arkansas fish,NEGATIVE,0.9803019165992736
454,shave face,NEGATIVE,0.9940462112426758
455,hi i39m cat lauer,POSITIVE,0.9885862469673156
456,links like us facebook twitter google knife google i39m ray william johnson approve message,POSITIVE,0.9909349083900452
457,someone tell movember anymore,NEGATIVE,0.9994148015975952
458,people argument saidbrbrman 1 pewdiepie better smoshbrman 2 smosh better pewdiepiebrpasser ok let settle ray william jonson better put togetherbrman 1amp2true true,POSITIVE,0.989243507385254
459,mexican indian,NEGATIVE,0.9761365652084352
460,4 cats seriously dude,NEGATIVE,0.9603808522224426
461,kangaroo weird meth dude kind funny,POSITIVE,0.847708523273468
462,time still got ray thanks making morning,POSITIVE,0.9994489550590516
463,fluffer anna akana,POSITIVE,0.8666149377822876
464,4 cats wtf,NEGATIVE,0.9830081462860109
465,kinda feel bad scared like wrong side road doesn39t deserve get gun face,NEGATIVE,0.9996397495269777
466,dog like hell,NEGATIVE,0.998488426208496
467,liked better censored swear words,NEGATIVE,0.9973315000534058
468,male kangeroos dont pouches p,NEGATIVE,0.6773213148117065
469,um looks like arabian beard,NEGATIVE,0.9542535543441772
470,even fuck bra,NEGATIVE,0.9903327822685242
471,capital hill gangsta gone ray questions,NEGATIVE,0.9995872378349304
472,capital hill gangsta gone ray questions,NEGATIVE,0.9995872378349304
473,guys philosophy probably yolo39,NEGATIVE,0.9954599738121032
474,every thing australia big,POSITIVE,0.9993476271629332
475,video hilarious href,POSITIVE,0.996324360370636
476,even shave bro,NEGATIVE,0.996553897857666
477,missed great opportunity say kangaroo jacked damn ray,NEGATIVE,0.9996891021728516
478,3939go spend time family3939i would couldbitch,NEGATIVE,0.994270920753479
479,ray gets crazy funny videos,POSITIVE,0.9996765851974488
480,like,POSITIVE,0.99985933303833
481,thought told shave ugly beard,NEGATIVE,0.9993112087249756
482,thought first person shooting game character holding gun look like screen freaking real life doom seeing,NEGATIVE,0.997033953666687
483,aww squirell,NEGATIVE,0.9537517428398132
484,href pause read,NEGATIVE,0.9835407137870787
485,go eat chicken tikka masala cuz everybody knows you39re indiandunno you39re hiding,NEGATIVE,0.9969261288642884
486,looks like black billy mays,NEGATIVE,0.9828945398330688
487,fuck jaw shave man,NEGATIVE,0.9981984496116638
488,ray hipster,POSITIVE,0.9935684204101562
489,ray shave,NEGATIVE,0.8623493909835815
490,squirrel nice giving dog nuts,POSITIVE,0.9906161427497864
491,review panssarijuna hullu ja epnormaali,NEGATIVE,0.9168335795402528
492,methage bryou39re welcome,POSITIVE,0.9997182488441468
493,would good stay away href,NEGATIVE,0.9953314661979676
494,guy get caught policehe meth user,NEGATIVE,0.976423680782318
495,dude outno fun find channelsorry,NEGATIVE,0.999686360359192
496,beard scaring c,NEGATIVE,0.9666668176651
497,billy mays another fantastic product,POSITIVE,0.9998488426208496
498,hey project views get better grade get asking please click link get views thanksbra href,NEGATIVE,0.7646612524986267
499,hey ray thing koala bear sayin39,NEGATIVE,0.9831959009170532
500,hey ray check video it39s called quotds 7gold milan verona 1 0 parte bene seedorfquot need watch it39s really funnybr,POSITIVE,0.998905062675476
501,kangaroo jacked,NEGATIVE,0.98643559217453
502,haha squirrel voice,POSITIVE,0.9636074900627136
503,make 539s,NEGATIVE,0.9663662314414978
504,href lololololololololololololol,NEGATIVE,0.9873842000961304
505,ray definitely made joke squirrel burying nut tweaker39s ass,NEGATIVE,0.9985767602920532
506,ray please shave can39t see yo face,NEGATIVE,0.9924424886703492
507,ray make 3 videos week like use 1 minute video39s st like 6 7 minutes video long cbrlove video39s ray,POSITIVE,0.97797292470932
508,even fuck bro hahahaha,NEGATIVE,0.9916109442710876
509,href please support,POSITIVE,0.8165478110313416
510,always thought bugs look like aliens,NEGATIVE,0.9916211366653442
511,kangeroo son,POSITIVE,0.9910619258880616
512,2 videos outrage jk keep good workbr,POSITIVE,0.9997001886367798
513,you39re funny anymore,NEGATIVE,0.9996880292892456
514,nan,POSITIVE,0.7481210231781006
515,best one yet,POSITIVE,0.9998568296432496
516,funny episode 39d,POSITIVE,0.9994889497756958
517,kangaroo buff lack myostatin,NEGATIVE,0.9955307841300964
518,ray expected squirrel aids joke,NEGATIVE,0.9953776597976683
519,still going stop making get views videos,NEGATIVE,0.9994003772735596
520,video 6 develish,NEGATIVE,0.9974340796470642
521,good one funny,POSITIVE,0.9998799562454224
522,warning video contains squirrel aids,NEGATIVE,0.9987461566925048
523,female kangaroos pouches 3,NEGATIVE,0.7864761352539062
524,hey rey ask dont shave,NEGATIVE,0.9513412117958068
525,single effective line quotif thinking fishing without permit fuck upquot haven39t laughed hard since little girl well executed,POSITIVE,0.9991614818572998
526,ahahahha wtf hhahahahah,NEGATIVE,0.998869001865387
527,quotyou know fucks give buried backyardquotbrbrseriously funny dude love haha,POSITIVE,0.9969347715377808
528,lookbron yourebrleft deldelgt said left idiot,NEGATIVE,0.9997816681861876
529,even lift,POSITIVE,0.9991360306739808
530,kangaroo roidsbrkangaroids,NEGATIVE,0.9298322200775146
531,cover one eminems albums you39re wall paper,NEGATIVE,0.9933547973632812
532,yeah fck arkansas fishing hunting cops,POSITIVE,0.9511175751686096
533,beard doesn39t fit shave,NEGATIVE,0.9995964169502258
534,welcome australia,POSITIVE,0.9998095631599426
535,forgot comment questionbr,NEGATIVE,0.9988325238227844
536,remember ray made love declaration ellen page like 2011 can39t wait see reaction next video,POSITIVE,0.9917110204696656
537,ray dod u start ur vhannelbrplease like,POSITIVE,0.933822751045227
538,straya,NEGATIVE,0.9987664222717284
539,it39s koala koala bear bearsbr,NEGATIVE,0.9981484413146972
540,u know wow cups hell work,NEGATIVE,0.7090188264846802
541,ray draw life video 39cause i39m awfully curious pasti mean jokes dad abandoning well something bad mom hilarious really wanna know happened,POSITIVE,0.9799371361732484
542,anyone wondered quotflufferquot found women whose job keep male pornstar aroused porn shoots xd notice saysbrfluffer anna akana p,NEGATIVE,0.9981300234794616
543,say fuck guys,NEGATIVE,0.9897230863571168
544,live computer file called blockstationand im made blocks,NEGATIVE,0.9987786412239076
545,ray wi way fuzzy bear,NEGATIVE,0.9743478894233704
546,lt3,POSITIVE,0.5600346326828003
547,u even forum bro,NEGATIVE,0.93891441822052
548,zyzz reborn,POSITIVE,0.9913389682769777
549,straya,NEGATIVE,0.9987664222717284
550,hello rwj hate left u behind know late get back href,NEGATIVE,0.997707724571228
551,they39re dropping ray,NEGATIVE,0.9984821677207948
552,guy kangaroos don39t pouch girl ones,NEGATIVE,0.984826683998108
553,oh fuck thought cool arkansas well damn blew,NEGATIVE,0.9938787817955016
554,hey ray imma koala,POSITIVE,0.9991340041160583
555,app nana want amazon gift codes putting invite code popular youtube videos download app nana get started put code h598130 im boom,POSITIVE,0.7581284642219543
556,ray disappoint 2 reviewsvideos,NEGATIVE,0.9879330992698668
557,know it39s cool watch bearb decrease playlist go,POSITIVE,0.5035539865493774
558,kangaroo looks like kangaroo john cena,NEGATIVE,0.979381024837494
559,watch thisit made day href,POSITIVE,0.991273820400238
560,steroids,NEGATIVE,0.9722221493721008
561,shave bro,NEGATIVE,0.5457205176353455
562,href 3939hes alien3939,NEGATIVE,0.9738983511924744
563,love arkansas href,POSITIVE,0.856694757938385
564,real life version kangaroo penguins madagascar,POSITIVE,0.9972757697105408
565,thats always hide nuts laundry basket,NEGATIVE,0.9899898767471312
566,fuck shaving february,NEGATIVE,0.9950785636901855
567,awesome ray havent watched one year got lot funnier bleep bad words anymore,POSITIVE,0.9980899691581726
568,hey ray 39koalaquotnot koala bear,NEGATIVE,0.990523874759674
569,ray don39t like adds got corona beer ads win friends,POSITIVE,0.9997900128364564
570,quotdo even fuck broquot,NEGATIVE,0.9918748736381532
571,face goddamit,NEGATIVE,0.9985862970352172
572,make ray ju rock,POSITIVE,0.973645567893982
573,great episode,POSITIVE,0.9998571872711182
574,ya gonna youtube die,NEGATIVE,0.9772497415542604
575,holy fuck ray look like even bigger douche bag lose beard bitch,NEGATIVE,0.9984721541404724
576,wait wait thoughts meth,NEGATIVE,0.998607337474823
577,theres spot wall must brothers er soometheene,POSITIVE,0.9645789265632628
578,ray please yo say allah akbar allah akbar,POSITIVE,0.9566160440444946
579,upload please,POSITIVE,0.9954718351364136
580,oh yeah,POSITIVE,0.9974908828735352
581,dude you39re seriously creepy beard,NEGATIVE,0.9376482367515564
582,show resurrected awesome videofbb good job ray,POSITIVE,0.999796450138092
583,celebrity crush came closet ray ellen paige wondering,NEGATIVE,0.987493932247162
584,hahahahaha quotdo even fuck broquot,NEGATIVE,0.9951823353767396
585,glock ftw,NEGATIVE,0.977783739566803
586,kangaroo jack39dbrhuh,NEGATIVE,0.9977241158485411
587,pause href,NEGATIVE,0.9897825717926024
588,go check videos hope make laugh,POSITIVE,0.999408721923828
589,wtf happen many f word,NEGATIVE,0.998033344745636
590,best vid since i39m batman,POSITIVE,0.999789535999298
591,im german raywilliamjohnson,POSITIVE,0.704658031463623
592,dogs face like wtf squirrel,NEGATIVE,0.9976270794868468
593,wtf wrong people beard bet comment u cannot even grow beard really wtf beard he39s fucking life people u cannot tell he39s life,NEGATIVE,0.9996259212493896
594,serious nomination funniest episode evah,POSITIVE,0.9996830224990844
595,hey funny hahaha,POSITIVE,0.9996898174285888
596,squirrel hides nut dogs butt saw original,NEGATIVE,0.9996336698532104
597,noticed credits fluffer anna akana,POSITIVE,0.9949719905853271
598,quot make raywilliamjohnson see thisquot dont stop keep making videoes,POSITIVE,0.9321226477622986
599,flexin ya beard,POSITIVE,0.8241847157478333
600,apathetic psh little words beard guycome,NEGATIVE,0.99673330783844
601,kangaroids,POSITIVE,0.9798301458358764
602,hell fluffer anyway,NEGATIVE,0.9994657635688782
603,nopeavi,NEGATIVE,0.9990517497062684
604,dude indian ew,NEGATIVE,0.9919840693473816
605,href could make joke balls men balls,NEGATIVE,0.9930238723754884
606,hey ray question going continue riley39s rewind make new show one,NEGATIVE,0.9985346794128418
607,href us,POSITIVE,0.98856121301651
608,call duty style 1st person shooter,POSITIVE,0.99568510055542
609,real golemsmivel,POSITIVE,0.99396014213562
610,tip,POSITIVE,0.9912625551223756
611,didnt know osama bin ladin makes tube videos 0,NEGATIVE,0.9959529638290404
612,actually good episode long time,POSITIVE,0.9997013211250304
613,kangroo myostatin deficiency guess,NEGATIVE,0.9992161989212036
614,hey ray disappointed crush ellen page lesbian,NEGATIVE,0.9941853880882264
615,darth vader xd,POSITIVE,0.9823585152626038
616,he39s got mounth pubic hair,NEGATIVE,0.9901875853538512
617,wasted opportunity kangaroo jacked joke,NEGATIVE,0.9998157620429992
618,haven39t watch ray almost 3 years god change,NEGATIVE,0.9614617824554444
619,man beard looks like wombat sat face sleeping left it39s ass face,NEGATIVE,0.9977409839630128
620,try get funny videos reybr,NEGATIVE,0.9974690675735474
621,steroids,NEGATIVE,0.9722221493721008
622,even fuck bro hah,NEGATIVE,0.993533730506897
623,short video1,NEGATIVE,0.9989674091339112
624,beard suits,POSITIVE,0.999717652797699
625,come take look channel x,POSITIVE,0.6100955009460449
626,oh manu need shave,NEGATIVE,0.9911380410194396
627,href href,NEGATIVE,0.9919301867485046
628,owner kangaroo probably injected steroids,NEGATIVE,0.9956459403038024
629,nothing say squirrel don39t meannuttin say,NEGATIVE,0.9961594343185424
630,help,POSITIVE,0.9892712831497192
631,lol,NEGATIVE,0.9438178539276124
632,go raywj man,POSITIVE,0.9979548454284668
633,guy last vid looks like kong halvor,NEGATIVE,0.9868355989456176
634,female kangaroos choose mates males biggest biceps thought would want know ray href,NEGATIVE,0.8859875202178955
635,forget bob something actually take action petition change youtube comments back normal href,NEGATIVE,0.998651683330536
636,one without soind,POSITIVE,0.9994040727615356
637,male kangaroos dont pouches,POSITIVE,0.6033514738082886
638,walter white voice href,NEGATIVE,0.9907436966896056
639,koalas aren39t bears tt,NEGATIVE,0.9886119961738586
640,best video ever laughed,POSITIVE,0.9997994303703308
641,href farts flexing lol,NEGATIVE,0.9968546628952026
642,hey i39m australian im gonna say im pretty sure kangaroo flexing pissed lol,NEGATIVE,0.9896742701530457
643,sounds like xrpmx13,NEGATIVE,0.9930428266525269
644,impression squirrel sounded like squirrel high weed ray,NEGATIVE,0.9975191354751588
645,pet squirrel,NEGATIVE,0.9974931478500366
646,remember ray 90 views pepergrage farm remembers,NEGATIVE,0.8115026950836182
647,react drugs,NEGATIVE,0.8972253799438477
648,make youtube stat video,NEGATIVE,0.9597715735435486
649,make video stats youtube,NEGATIVE,0.9975169897079468
650,love vidbr,POSITIVE,0.9998617172241212
651,669 lol,NEGATIVE,0.9910932183265686
652,channel,NEGATIVE,0.8285150527954102
653,koalas aren39t bears,NEGATIVE,0.9916861653327942
654,ray william check dana ohara big booty bitches great check,POSITIVE,0.9994427561759948
655,nan,POSITIVE,0.7481210231781006
656,don39t know guys giving kangaroo certainly haven39t seen like country australia koalas friggin bears,NEGATIVE,0.9810832142829896
657,hey raybri39ve seen video it39s goingis viral called quotstar wars olquot u check outbrbron side note see please like comment,POSITIVE,0.9891496300697328
658,thinks raywilliamjohnson39s profile pic looks like meme pic,NEGATIVE,0.995640516281128
659,ya flexing bro,POSITIVE,0.987798035144806
660,ray u even potato bro,NEGATIVE,0.996460497379303
661,really hate say ray get like 50 views one day unlike days stats disabled kinda suspecting view bots lt,NEGATIVE,0.9994786381721495
662,beard scary would much appreciated whole entire world shaved please,NEGATIVE,0.9856163263320924
663,shave shave shave shave shave shave mean,NEGATIVE,0.9118277430534364
664,shave beard goddamned,NEGATIVE,0.9971320629119872
665,great episode squirrel cutebrsaludos desde espaa,POSITIVE,0.9997310042381288
666,offence funny anymore girlfriends still hot,NEGATIVE,0.9911905527114868
667,hey guys like blogs fun come check blog started friendquotstop spamquot might say want people share thoughts post want people hear us would great went checked thanks thatbloogdoea href replace dot,POSITIVE,0.97898530960083
668,ok love catimitation,POSITIVE,0.9998584985733032
669,anyone actually wanna live quotbreaking bad lifequot meth cook bunch money never really enjoys doesn39t sound fun,NEGATIVE,0.9992623925209044
670,ray flexed could hear fart,NEGATIVE,0.9949841499328612
671,fact male kangaroos don39t pouches,NEGATIVE,0.974010407924652
672,pet squirrel,NEGATIVE,0.990284502506256
673,needs shavebrthats looking disgusting,NEGATIVE,0.9995684027671814
674,ray check video quotbu39s snowbrawl 2014quot,POSITIVE,0.9741209149360656
675,href exact laundry basket,NEGATIVE,0.9972175359725952
676,koalas aren39t bears,NEGATIVE,0.9827425479888916
677,funnyest ep i39ve seen long time ray,POSITIVE,0.9966061115264891
678,href best boy electric,POSITIVE,0.7516956925392151
679,hey huge follower would like could give shout venezuela everything happening media closed saying showing truth need international media influential people show us support rihanna gave us shout please help us let people around world know happening country students appreciate,POSITIVE,0.9991137385368348
680,kangaroo cell mate gonna bury nuts inside meth guy like squirrel tried,NEGATIVE,0.9946324825286864
681,guy arrested notbr br gt brbroff hookbryeahbrarkansas game fish pursuit duh,NEGATIVE,0.9966689944267272
682,shit39s still going wow thought it39d dead,NEGATIVE,0.9982877373695374
683,haha,POSITIVE,0.7155452966690063
684,hey u swear alittle less enjoy watching u mum lol,POSITIVE,0.9742253422737122
685,xd,POSITIVE,0.7628415822982788
686,kangaroo 2d legs lol,NEGATIVE,0.9443288445472716
687,cop dick wtf,NEGATIVE,0.9855668544769288
688,best boy electric darth vader lol,POSITIVE,0.99734228849411
689,russia max 100500,POSITIVE,0.9970768690109252
690,great episode xd,POSITIVE,0.9996459484100342
691,nh kjen bgurusb ishiati,NEGATIVE,0.9817413687705994
692,riley rewind gonna carry,NEGATIVE,0.9980126619338988
693,aussies look like,POSITIVE,0.9929656982421876
694,see darth vader name credits,NEGATIVE,0.9974600672721864
695,3rd video funny,POSITIVE,0.997582197189331
696,6th video,POSITIVE,0.7414599061012268
697,4 cats quotcat hair lonely people glitterquot,NEGATIVE,0.9906601309776306
698,funny thing thats even big kangaroo male red kangaroo39s kick u soo hard could kick chest,NEGATIVE,0.9715266227722168
699,fuck beard,NEGATIVE,0.9985411167144777
700,kolas aren39t bears,NEGATIVE,0.9721419215202332
701,skurrel bidc chu spell itb,NEGATIVE,0.997610330581665
702,see floor icejjfish,NEGATIVE,0.9060948491096495
703,ray u look like hobo guy cant chuz,NEGATIVE,0.9966578483581544
704,fuckin lost like even fuck bro fuckin hilarious,POSITIVE,0.753089427947998
705,best rwj video,POSITIVE,0.9997031092643738
706,hell keeps pet squirrel cuz wanna friend,NEGATIVE,0.9981447458267212
707,thanks ray,POSITIVE,0.9998262524604796
708,methhead kangaroo meet jail life would complete,NEGATIVE,0.9964974522590636
709,ones else notice 6th vid coudence think jk love vids ray keep good work,POSITIVE,0.9994719624519348
710,href,NEGATIVE,0.979802906513214
711,bring back yfm please,POSITIVE,0.9958829879760742
712,yay arkansas live know abut cop right one shot yes ok,NEGATIVE,0.995225191116333
713,exactly fluffer,NEGATIVE,0.9985320568084716
714,kangaroo video plays quot he39s jackedquot pin intended orbr,NEGATIVE,0.9986166954040528
715,look meth head39s teeth,NEGATIVE,0.958824634552002
716,lolbri live arkansas,NEGATIVE,0.7597745656967163
717,ray review papa john39s cheeseburger pizza commercial,NEGATIVE,0.6176893711090088
718,wow finally comments videos,POSITIVE,0.9969869256019592
719,one reminded talladega knights last video that39s totally road ricky bobby loses cops,NEGATIVE,0.9969956874847412
720,6th video 0,NEGATIVE,0.947516918182373
721,uploaded birthday,POSITIVE,0.6144015192985535
722,he39s backbr,NEGATIVE,0.6482241153717041
723,hey ray it39s long time havent watch long time youtubers like markiplieryamimashand pewdiepie still thank making happy also nice beard,POSITIVE,0.9996635913848876
724,someone pet squirrel,NEGATIVE,0.9970496892929076
725,totally nailed wizerd gundarr href doppelgangsta39s paradise,NEGATIVE,0.9482415914535522
726,href sounds like evil wizard gundarr39s episodes ahahahaha,NEGATIVE,0.9894086122512816
727,listen href beginning forces hear fart lol,NEGATIVE,0.9934598207473756
728,bring cat lauer back,POSITIVE,0.9895250797271729
729,voice gave squirrel movie,NEGATIVE,0.9908502101898192
730,awe squirrel video,POSITIVE,0.9646309018135072
731,kangaroo jacked,NEGATIVE,0.9918644428253174
732,week make money people,NEGATIVE,0.947216272354126
733,6th vid,NEGATIVE,0.5334091782569885
734,quotdo even fuck brahquot sorry cracked,NEGATIVE,0.999200403690338
735,bring back yourfavoritemartian,NEGATIVE,0.8219312429428101
736,it39s kangaroo jack,NEGATIVE,0.9037794470787048
737,love quotprevious videoquot part end fit,POSITIVE,0.9997406601905824
738,6th video,POSITIVE,0.9830816388130188
739,amo al canguro lt3,POSITIVE,0.8627784252166748
740,dix je approuve thas message,POSITIVE,0.5942479372024536
741,officer ate guy39s face,NEGATIVE,0.9980862140655518
742,whould funnier squirrel busted nut huehuehue,NEGATIVE,0.997496783733368
743,cop video made think first person shooters,POSITIVE,0.768991231918335
744,2,NEGATIVE,0.9954630732536316
745,lol real life jessie pinkman,POSITIVE,0.9609382152557372
746,awesome,POSITIVE,0.9998639822006226
747,considering fact live arkansas i39m surprised comes last video,NEGATIVE,0.9892314076423644
748,nose started bleeding seeing kangaroo,NEGATIVE,0.9984164237976074
749,cat sounds like dog lo,NEGATIVE,0.995817482471466
750,hate animals hate mom,NEGATIVE,0.6234451532363892
751,sounds like rhett camera man first vid,POSITIVE,0.987733006477356
752,href omg,NEGATIVE,0.9905551075935364
753,squirrel cute 3,POSITIVE,0.9997318387031556
754,looks like roommate,POSITIVE,0.9029141664505004
755,ray fool can39t believe everything youtube called special editing could thing computer free,NEGATIVE,0.9993209838867188
756,i39ve got giveaway channel x,POSITIVE,0.9699674248695374
757,tha la douche drinking kale smoothies dam kangaroos,NEGATIVE,0.9841731786727904
758,arkansas game fish disappointed state,NEGATIVE,0.9995575547218324
759,shame ur thinking stoppin ray makes laugh every time,POSITIVE,0.983345627784729
760,watching kangaroo think need pay gym visit,NEGATIVE,0.9990943670272828
761,fk given fishing police officer,NEGATIVE,0.9978845715522766
762,href brbrlike page awsomenes,NEGATIVE,0.9787483215332032
763,well least guys puts link funny video,POSITIVE,0.9958230257034302
764,squirrel,POSITIVE,0.9920045733451844
765,stalking ya mom,NEGATIVE,0.9983747005462646
766,beard looks amazing ray,POSITIVE,0.9998490810394288
767,nice one ray one better previous ones keep like maybe consider shaving it39s decision i39m cool,POSITIVE,0.999653697013855
768,never shave,NEGATIVE,0.9769570827484132
769,channel dying makes sad,NEGATIVE,0.9994714856147766
770,last one would point gun like youre car focus driving hope cop dies,NEGATIVE,0.9940381050109864
771,cant watch serious podcasts listen yourfavoritemartian watch equals three cant,NEGATIVE,0.753763735294342
772,669 videos,POSITIVE,0.932899296283722
773,forgot midget still makes videos,NEGATIVE,0.9897645711898804
774,hmm actually good episode,POSITIVE,0.99977308511734
775,meth even,NEGATIVE,0.9263938069343568
776,beard,NEGATIVE,0.9541700482368468
777,mobile says ray 6 videos,NEGATIVE,0.9879361391067504
778,great episode,POSITIVE,0.9998549222946168
779,pet squirrel,POSITIVE,0.6160631775856018
780,ray back agame,POSITIVE,0.8410003185272217
781,need see share video href,NEGATIVE,0.9345284700393676
782,would kangaroo sound like black man ray,NEGATIVE,0.9980720281600952
783,even fuck bro,NEGATIVE,0.9936931133270264
784,hi ray beard november,POSITIVE,0.9692594408988952
785,best boy electric darth vader haha wtf,POSITIVE,0.9953866600990297
786,href funniest part last episode preview xd,POSITIVE,0.9920787215232848
787,href looks like kangaroo moves like might dj,NEGATIVE,0.9886206984519958
788,kangaroo would zyzz spirit animal,NEGATIVE,0.5891147255897522
789,ok 1 video 2 videoand,POSITIVE,0.6104053854942322
790,lol watch tht squirrel video lt3,NEGATIVE,0.905054807662964
791,ray u r best u play silly get dude,POSITIVE,0.999053418636322
792,headphoneusers beware second video,NEGATIVE,0.9952419996261596
793,nice,POSITIVE,0.9998552799224854
794,6th vid channel,NEGATIVE,0.9598845839500428
795,hahaha nice video,POSITIVE,0.9997648596763612
796,always hide quotnutsquot laundry,NEGATIVE,0.9904035329818726
797,facial hair gave cancer,NEGATIVE,0.9987541437149048
798,exactly ray turn midget version osama bin liden,NEGATIVE,0.998288094997406
799,squirraids,NEGATIVE,0.9657649993896484
800,hey ray little bit midlife crisis face,POSITIVE,0.8090223073959351
801,omg ray william johnson muslim muslim beard,NEGATIVE,0.9713978171348572
802,best vid long time,POSITIVE,0.9993461966514589
803,6th video,POSITIVE,0.9915183186531068
804,href dat voice tho,NEGATIVE,0.995453715324402
805,lmao love videos ray,POSITIVE,0.9997472167015076
806,lol da 669th vid,NEGATIVE,0.9921104311943054
807,nice nice,POSITIVE,0.9997075200080872
808,kangaroo incredibly disturbing,NEGATIVE,0.9919454455375672
809,even fuck bro hahahaha,NEGATIVE,0.9916109442710876
810,best cat impression ever xd,POSITIVE,0.9994072914123536
811,kangaroo probably test subject steroids,NEGATIVE,0.996678590774536
812,669 videos,POSITIVE,0.8796065449714661
813,4 cats lol gotta love felines,POSITIVE,0.9977095127105712
814,lolz gotta see buff kangaroo vide,NEGATIVE,0.636344850063324
815,feel like youtubers moving mean epic meal time smosh toby ray cutting hobby stuff still good though ray guys videos feel like money,NEGATIVE,0.9800990223884584
816,href best boy electric darth vaderbrps where39s catt lauer,NEGATIVE,0.6298291087150574
817,href farted,NEGATIVE,0.9987583160400392
818,meth hell drug,NEGATIVE,0.9761962890625
819,happend comment question day,NEGATIVE,0.998651921749115
820,hey raybri39m local kid bangladesh i39m addled pressures teen studies youngest familybrbut really like watch vids it39s much needed escape brfrom bangladesh wanna say love best luck future endeavours prayers ya,POSITIVE,0.9992502331733704
821,amazing episode,POSITIVE,0.9998728036880492
822,video used schools teach young happens get high shiti bet drugs market collapse,NEGATIVE,0.9997748732566832
823,beard,NEGATIVE,0.9755315780639648
824,kangaroo jacked,NEGATIVE,0.949476718902588
825,dat kangaroo doe,NEGATIVE,0.9916468858718872
826,kangaroo something would want fuck,NEGATIVE,0.8321169018745422
827,organisms specific gene limits much muscle mass creature forgot gene called seems kangaroo missing,NEGATIVE,0.9995902180671692
828,kangaroo jacked,NEGATIVE,0.98643559217453
829,always hide nuts laundry,NEGATIVE,0.9818836450576782
830,mirin dat kang,NEGATIVE,0.5612335801124573
831,shave alredy,NEGATIVE,0.9360440969467164
832,check href,NEGATIVE,0.9913201928138732
833,shave damn 192039s pubic bush face man child,NEGATIVE,0.9863209128379822
834,squaids,NEGATIVE,0.9943476319313048
835,state game wardens much power state trooper,NEGATIVE,0.5586134791374207
836,thats roo roids,NEGATIVE,0.997929573059082
837,thats male kangaroos end looking like anyway tbh,NEGATIVE,0.9241691827774048
838,usually see male kangaroos flexing likely way scare predators animals seem threatening including humans like way entice female kangaroos much like peacock obvcourse also occasionally 39pose39 much way give 39bathes39 muscles although seem huge generally size kangaroo note want get boxing match kangaroo,NEGATIVE,0.9711513519287108
839,must success usa look like satan worshipper,NEGATIVE,0.9260385036468506
840,eh dog39s named spot,NEGATIVE,0.9188726544380188
841,happy 6th vid,POSITIVE,0.99982351064682
842,didn39t get white boy wasted yfm song,NEGATIVE,0.9891055226325988
843,quot6 videosquot,NEGATIVE,0.9953752756118774
844,like beard,POSITIVE,0.9992285966873168
845,kangaroo run faster hands legs think xd,NEGATIVE,0.9805228114128112
846,ever seen male kangaroo muscles normal,POSITIVE,0.927402913570404
847,send clip ray,NEGATIVE,0.9988079071044922
848,attention americans koalas bears please stop referring koala bears sincerely australians,POSITIVE,0.9925134778022766
849,koalas aren39t bears ray,NEGATIVE,0.986968994140625
850,i39m kangaroos bitchiest,NEGATIVE,0.9897833466529846
851,moved tail,POSITIVE,0.9873111248016356
852,ray looks like billy mays,NEGATIVE,0.6725587844848633
853,shot bird dog finished,NEGATIVE,0.7635383605957031
